azure_region,service_type,demand_units,capacity_allocated,service_availability,is_holiday,gdp_growth_rate,inflation_rate,it_sector_growth_index,year,month,quarter,day_of_week,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,rolling_7,day,forecast
US,Compute,243,285,99.98,0,7.35,6.86,114.25,2023,12,4,4,141.0,199.0,135.0,262.0,146.0,150.0,103.0,182.28571428571428,1,242.92632
US,Storage,149,170,99.73,0,7.35,6.86,114.25,2023,12,4,4,243.0,141.0,199.0,135.0,262.0,146.0,150.0,182.14285714285714,1,130.04091
Europe,Compute,245,299,99.88,0,7.35,6.86,114.25,2023,12,4,4,149.0,243.0,141.0,199.0,135.0,262.0,146.0,196.28571428571428,1,258.5566
Europe,Storage,283,340,99.54,0,7.35,6.86,114.25,2023,12,4,4,245.0,149.0,243.0,141.0,199.0,135.0,262.0,199.28571428571428,1,287.7325
India,Compute,280,318,99.55,0,7.35,6.86,114.25,2023,12,4,5,283.0,245.0,149.0,243.0,141.0,199.0,135.0,220.0,2,279.12323
India,Storage,217,260,99.87,0,7.35,6.86,114.25,2023,12,4,5,280.0,283.0,245.0,149.0,243.0,141.0,199.0,222.57142857142858,2,215.73494
US,Compute,214,255,99.6,0,7.35,6.86,114.25,2023,12,4,5,217.0,280.0,283.0,245.0,149.0,243.0,141.0,233.0,2,220.21283
US,Storage,144,184,99.63,0,7.35,6.86,114.25,2023,12,4,5,214.0,217.0,280.0,283.0,245.0,149.0,243.0,218.85714285714286,2,146.00693
Europe,Compute,269,324,99.56,0,7.35,6.86,114.25,2023,12,4,5,144.0,214.0,217.0,280.0,283.0,245.0,149.0,236.0,2,285.8664
Europe,Storage,198,241,99.78,0,7.35,6.86,114.25,2023,12,4,5,269.0,144.0,214.0,217.0,280.0,283.0,245.0,229.28571428571428,2,202.87062
India,Compute,130,153,99.51,1,7.35,6.86,114.25,2023,12,4,6,198.0,269.0,144.0,214.0,217.0,280.0,283.0,207.42857142857142,3,115.55371
India,Storage,110,140,99.82,1,7.35,6.86,114.25,2023,12,4,6,130.0,198.0,269.0,144.0,214.0,217.0,280.0,183.14285714285714,3,108.04747
US,Compute,293,333,99.99,1,7.35,6.86,114.25,2023,12,4,6,110.0,130.0,198.0,269.0,144.0,214.0,217.0,194.0,3,286.59424
US,Storage,241,292,99.8,1,7.35,6.86,114.25,2023,12,4,6,293.0,110.0,130.0,198.0,269.0,144.0,214.0,197.85714285714286,3,248.07228
Europe,Compute,260,301,99.54,1,7.35,6.86,114.25,2023,12,4,6,241.0,293.0,110.0,130.0,198.0,269.0,144.0,214.42857142857142,3,262.7027
Europe,Storage,191,236,99.52,1,7.35,6.86,114.25,2023,12,4,6,260.0,241.0,293.0,110.0,130.0,198.0,269.0,203.28571428571428,3,193.97505
India,Compute,203,248,99.91,0,7.35,6.86,114.25,2023,12,4,0,191.0,260.0,241.0,293.0,110.0,130.0,198.0,204.0,4,209.9122
India,Storage,142,199,99.61,0,7.35,6.86,114.25,2023,12,4,0,203.0,191.0,260.0,241.0,293.0,110.0,130.0,205.71428571428572,4,156.57088
US,Compute,286,308,99.95,0,7.35,6.86,114.25,2023,12,4,0,142.0,203.0,191.0,260.0,241.0,293.0,110.0,230.85714285714286,4,269.64655
US,Storage,276,302,99.82,0,7.35,6.86,114.25,2023,12,4,0,286.0,142.0,203.0,191.0,260.0,241.0,293.0,228.42857142857142,4,267.86545
Europe,Compute,265,301,99.86,0,7.35,6.86,114.25,2023,12,4,0,276.0,286.0,142.0,203.0,191.0,260.0,241.0,231.85714285714286,4,264.6079
Europe,Storage,209,253,99.97,0,7.35,6.86,114.25,2023,12,4,0,265.0,276.0,286.0,142.0,203.0,191.0,260.0,224.57142857142858,4,212.99107
India,Compute,238,276,99.51,0,7.35,6.86,114.25,2023,12,4,1,209.0,265.0,276.0,286.0,142.0,203.0,191.0,231.28571428571428,5,237.5681
India,Storage,106,160,99.76,0,7.35,6.86,114.25,2023,12,4,1,238.0,209.0,265.0,276.0,286.0,142.0,203.0,217.42857142857142,5,117.31051
US,Compute,260,307,99.91,0,7.35,6.86,114.25,2023,12,4,1,106.0,238.0,209.0,265.0,276.0,286.0,142.0,234.28571428571428,5,266.30435
US,Storage,118,145,99.9,0,7.35,6.86,114.25,2023,12,4,1,260.0,106.0,238.0,209.0,265.0,276.0,286.0,210.28571428571428,5,113.97434
Europe,Compute,112,152,99.73,0,7.35,6.86,114.25,2023,12,4,1,118.0,260.0,106.0,238.0,209.0,265.0,276.0,186.85714285714286,5,115.70906
Europe,Storage,288,324,99.82,0,7.35,6.86,114.25,2023,12,4,1,112.0,118.0,260.0,106.0,238.0,209.0,265.0,190.14285714285714,5,283.00027
India,Compute,118,168,99.69,0,7.35,6.86,114.25,2023,12,4,2,288.0,112.0,118.0,260.0,106.0,238.0,209.0,177.14285714285714,6,124.25511
India,Storage,276,320,99.7,0,7.35,6.86,114.25,2023,12,4,2,118.0,288.0,112.0,118.0,260.0,106.0,238.0,182.57142857142858,6,281.46332
US,Compute,297,332,99.67,0,7.35,6.86,114.25,2023,12,4,2,276.0,118.0,288.0,112.0,118.0,260.0,106.0,209.85714285714286,6,287.42722
US,Storage,169,209,99.83,0,7.35,6.86,114.25,2023,12,4,2,297.0,276.0,118.0,288.0,112.0,118.0,260.0,196.85714285714286,6,166.88625
Europe,Compute,213,252,99.93,0,7.35,6.86,114.25,2023,12,4,2,169.0,297.0,276.0,118.0,288.0,112.0,118.0,210.42857142857142,6,210.96577
Europe,Storage,250,309,99.74,0,7.35,6.86,114.25,2023,12,4,2,213.0,169.0,297.0,276.0,118.0,288.0,112.0,230.14285714285714,6,266.98526
India,Compute,201,245,99.84,0,7.35,6.86,114.25,2023,12,4,3,250.0,213.0,169.0,297.0,276.0,118.0,288.0,217.71428571428572,7,205.95335
India,Storage,124,176,99.95,0,7.35,6.86,114.25,2023,12,4,3,201.0,250.0,213.0,169.0,297.0,276.0,118.0,218.57142857142858,7,131.40782
US,Compute,191,235,99.61,0,7.35,6.86,114.25,2023,12,4,3,124.0,201.0,250.0,213.0,169.0,297.0,276.0,206.42857142857142,7,192.03441
US,Storage,260,318,99.85,0,7.35,6.86,114.25,2023,12,4,3,191.0,124.0,201.0,250.0,213.0,169.0,297.0,201.14285714285714,7,277.12726
Europe,Compute,192,235,99.53,0,7.35,6.86,114.25,2023,12,4,3,260.0,191.0,124.0,201.0,250.0,213.0,169.0,204.42857142857142,7,193.99493
Europe,Storage,245,282,99.91,0,7.35,6.86,114.25,2023,12,4,3,192.0,260.0,191.0,124.0,201.0,250.0,213.0,209.0,7,245.05133
India,Compute,185,244,99.92,0,7.35,6.86,114.25,2023,12,4,4,245.0,192.0,260.0,191.0,124.0,201.0,250.0,199.71428571428572,8,201.97124
India,Storage,269,323,99.82,0,7.35,6.86,114.25,2023,12,4,4,185.0,245.0,192.0,260.0,191.0,124.0,201.0,209.42857142857142,8,281.24246
US,Compute,278,300,99.65,0,7.35,6.86,114.25,2023,12,4,4,269.0,185.0,245.0,192.0,260.0,191.0,124.0,231.42857142857142,8,261.922
US,Storage,185,243,99.68,0,7.35,6.86,114.25,2023,12,4,4,278.0,269.0,185.0,245.0,192.0,260.0,191.0,230.57142857142858,8,201.713
Europe,Compute,132,174,99.93,0,7.35,6.86,114.25,2023,12,4,4,185.0,278.0,269.0,185.0,245.0,192.0,260.0,212.28571428571428,8,131.97484
Europe,Storage,294,343,99.93,0,7.35,6.86,114.25,2023,12,4,4,132.0,185.0,278.0,269.0,185.0,245.0,192.0,226.85714285714286,8,293.22543
India,Compute,112,157,99.61,0,7.35,6.86,114.25,2023,12,4,5,294.0,132.0,185.0,278.0,269.0,185.0,245.0,207.85714285714286,9,116.54485
India,Storage,276,335,99.84,0,7.35,6.86,114.25,2023,12,4,5,112.0,294.0,132.0,185.0,278.0,269.0,185.0,220.85714285714286,9,284.4961
US,Compute,263,285,99.72,0,7.35,6.86,114.25,2023,12,4,5,276.0,112.0,294.0,132.0,185.0,278.0,269.0,220.0,9,245.83379
US,Storage,287,330,99.81,0,7.35,6.86,114.25,2023,12,4,5,263.0,276.0,112.0,294.0,132.0,185.0,278.0,221.28571428571428,9,284.46524
Europe,Compute,123,172,99.96,0,7.35,6.86,114.25,2023,12,4,5,287.0,263.0,276.0,112.0,294.0,132.0,185.0,212.42857142857142,9,128.07753
Europe,Storage,209,237,99.93,0,7.35,6.86,114.25,2023,12,4,5,123.0,287.0,263.0,276.0,112.0,294.0,132.0,223.42857142857142,9,200.57643
India,Compute,253,298,99.72,1,7.35,6.86,114.25,2023,12,4,6,209.0,123.0,287.0,263.0,276.0,112.0,294.0,217.57142857142858,10,259.72214
India,Storage,183,206,99.89,1,7.35,6.86,114.25,2023,12,4,6,253.0,209.0,123.0,287.0,263.0,276.0,112.0,227.71428571428572,10,168.83939
US,Compute,245,281,99.69,1,7.35,6.86,114.25,2023,12,4,6,183.0,253.0,209.0,123.0,287.0,263.0,276.0,223.28571428571428,10,245.95737
US,Storage,225,254,99.54,1,7.35,6.86,114.25,2023,12,4,6,245.0,183.0,253.0,209.0,123.0,287.0,263.0,217.85714285714286,10,217.94931
Europe,Compute,269,289,99.62,1,7.35,6.86,114.25,2023,12,4,6,225.0,245.0,183.0,253.0,209.0,123.0,287.0,215.28571428571428,10,252.96162
Europe,Storage,244,271,99.74,1,7.35,6.86,114.25,2023,12,4,6,269.0,225.0,245.0,183.0,253.0,209.0,123.0,232.57142857142858,10,232.79724
India,Compute,126,146,99.61,0,7.35,6.86,114.25,2023,12,4,0,244.0,269.0,225.0,245.0,183.0,253.0,209.0,220.71428571428572,11,113.06712
India,Storage,252,276,99.61,0,7.35,6.86,114.25,2023,12,4,0,126.0,244.0,269.0,225.0,245.0,183.0,253.0,220.57142857142858,11,236.04857
US,Compute,256,313,99.98,0,7.35,6.86,114.25,2023,12,4,0,252.0,126.0,244.0,269.0,225.0,245.0,183.0,231.0,11,271.92163
US,Storage,115,136,99.99,0,7.35,6.86,114.25,2023,12,4,0,256.0,252.0,126.0,244.0,269.0,225.0,245.0,212.42857142857142,11,109.97159
Europe,Compute,120,168,99.54,0,7.35,6.86,114.25,2023,12,4,0,115.0,256.0,252.0,126.0,244.0,269.0,225.0,197.42857142857142,11,122.172134
Europe,Storage,211,256,99.71,0,7.35,6.86,114.25,2023,12,4,0,120.0,115.0,256.0,252.0,126.0,244.0,269.0,189.14285714285714,11,215.76862
India,Compute,199,226,99.88,0,7.35,6.86,114.25,2023,12,4,1,211.0,120.0,115.0,256.0,252.0,126.0,244.0,182.71428571428572,12,187.74887
India,Storage,126,147,99.5,0,7.35,6.86,114.25,2023,12,4,1,199.0,211.0,120.0,115.0,256.0,252.0,126.0,182.71428571428572,12,116.52998
US,Compute,212,267,99.9,0,7.35,6.86,114.25,2023,12,4,1,126.0,199.0,211.0,120.0,115.0,256.0,252.0,177.0,12,225.68097
US,Storage,165,199,99.88,0,7.35,6.86,114.25,2023,12,4,1,212.0,126.0,199.0,211.0,120.0,115.0,256.0,164.0,12,157.0068
Europe,Compute,176,222,99.59,0,7.35,6.86,114.25,2023,12,4,1,165.0,212.0,126.0,199.0,211.0,120.0,115.0,172.71428571428572,12,178.85602
Europe,Storage,214,261,99.96,0,7.35,6.86,114.25,2023,12,4,1,176.0,165.0,212.0,126.0,199.0,211.0,120.0,186.14285714285714,12,218.88379
India,Compute,168,222,99.88,0,7.35,6.86,114.25,2023,12,4,2,214.0,176.0,165.0,212.0,126.0,199.0,211.0,180.0,13,178.0038
India,Storage,164,217,99.95,0,7.35,6.86,114.25,2023,12,4,2,168.0,214.0,176.0,165.0,212.0,126.0,199.0,175.0,13,170.8641
US,Compute,106,139,99.8,0,7.35,6.86,114.25,2023,12,4,2,164.0,168.0,214.0,176.0,165.0,212.0,126.0,172.14285714285714,13,106.42371
US,Storage,298,348,99.51,0,7.35,6.86,114.25,2023,12,4,2,106.0,164.0,168.0,214.0,176.0,165.0,212.0,184.42857142857142,13,290.43005
Europe,Compute,132,165,99.98,0,7.35,6.86,114.25,2023,12,4,2,298.0,106.0,164.0,168.0,214.0,176.0,165.0,179.71428571428572,13,121.93547
Europe,Storage,111,170,99.62,0,7.35,6.86,114.25,2023,12,4,2,132.0,298.0,106.0,164.0,168.0,214.0,176.0,170.42857142857142,13,124.43117
India,Compute,290,325,99.82,0,7.35,6.86,114.25,2023,12,4,3,111.0,132.0,298.0,106.0,164.0,168.0,214.0,181.28571428571428,14,282.5738
India,Storage,146,174,99.86,0,7.35,6.86,114.25,2023,12,4,3,290.0,111.0,132.0,298.0,106.0,164.0,168.0,178.14285714285714,14,136.1726
US,Compute,224,280,99.9,0,7.35,6.86,114.25,2023,12,4,3,146.0,290.0,111.0,132.0,298.0,106.0,164.0,186.71428571428572,14,233.677
US,Storage,192,248,99.59,0,7.35,6.86,114.25,2023,12,4,3,224.0,146.0,290.0,111.0,132.0,298.0,106.0,199.0,14,204.03076
Europe,Compute,105,134,99.57,0,7.35,6.86,114.25,2023,12,4,3,192.0,224.0,146.0,290.0,111.0,132.0,298.0,171.42857142857142,14,108.79177
Europe,Storage,173,224,99.85,0,7.35,6.86,114.25,2023,12,4,3,105.0,192.0,224.0,146.0,290.0,111.0,132.0,177.28571428571428,14,179.58105
India,Compute,205,259,99.74,0,7.35,6.86,114.25,2023,12,4,4,173.0,105.0,192.0,224.0,146.0,290.0,111.0,190.71428571428572,15,213.6623
India,Storage,259,307,99.55,0,7.35,6.86,114.25,2023,12,4,4,205.0,173.0,105.0,192.0,224.0,146.0,290.0,186.28571428571428,15,265.57104
US,Compute,150,183,99.9,0,7.35,6.86,114.25,2023,12,4,4,259.0,205.0,173.0,105.0,192.0,224.0,146.0,186.85714285714286,15,141.89966
US,Storage,286,322,99.97,0,7.35,6.86,114.25,2023,12,4,4,150.0,259.0,205.0,173.0,105.0,192.0,224.0,195.71428571428572,15,282.36008
Europe,Compute,254,297,99.8,0,7.35,6.86,114.25,2023,12,4,4,286.0,150.0,259.0,205.0,173.0,105.0,192.0,204.57142857142858,15,252.21394
Europe,Storage,220,279,99.98,0,7.35,6.86,114.25,2023,12,4,4,254.0,286.0,150.0,259.0,205.0,173.0,105.0,221.0,15,232.18343
India,Compute,195,251,99.51,0,7.35,6.86,114.25,2023,12,4,5,220.0,254.0,286.0,150.0,259.0,205.0,173.0,224.14285714285714,16,211.0624
India,Storage,278,301,99.77,0,7.35,6.86,114.25,2023,12,4,5,195.0,220.0,254.0,286.0,150.0,259.0,205.0,234.57142857142858,16,268.37372
US,Compute,150,193,99.99,0,7.35,6.86,114.25,2023,12,4,5,278.0,195.0,220.0,254.0,286.0,150.0,259.0,219.0,16,154.16385
US,Storage,160,213,99.85,0,7.35,6.86,114.25,2023,12,4,5,150.0,278.0,195.0,220.0,254.0,286.0,150.0,220.42857142857142,16,168.26271
Europe,Compute,101,146,99.73,0,7.35,6.86,114.25,2023,12,4,5,160.0,150.0,278.0,195.0,220.0,254.0,286.0,194.0,16,109.06373
Europe,Storage,108,129,99.94,0,7.35,6.86,114.25,2023,12,4,5,101.0,160.0,150.0,278.0,195.0,220.0,254.0,173.14285714285714,16,104.99062
India,Compute,178,212,99.64,1,7.35,6.86,114.25,2023,12,4,6,108.0,101.0,160.0,150.0,278.0,195.0,220.0,167.14285714285714,17,170.37724
India,Storage,110,168,99.55,1,7.35,6.86,114.25,2023,12,4,6,178.0,108.0,101.0,160.0,150.0,278.0,195.0,155.0,17,125.52588
US,Compute,244,286,99.54,1,7.35,6.86,114.25,2023,12,4,6,110.0,178.0,108.0,101.0,160.0,150.0,278.0,150.14285714285714,17,242.05357
US,Storage,124,176,99.83,1,7.35,6.86,114.25,2023,12,4,6,244.0,110.0,178.0,108.0,101.0,160.0,150.0,146.42857142857142,17,136.53233
Europe,Compute,200,254,99.53,1,7.35,6.86,114.25,2023,12,4,6,124.0,244.0,110.0,178.0,108.0,101.0,160.0,152.14285714285714,17,212.42076
Europe,Storage,160,209,99.88,1,7.35,6.86,114.25,2023,12,4,6,200.0,124.0,244.0,110.0,178.0,108.0,101.0,160.57142857142858,17,163.43639
India,Compute,139,160,99.89,0,7.35,6.86,114.25,2023,12,4,0,160.0,200.0,124.0,244.0,110.0,178.0,108.0,165.0,18,119.924774
India,Storage,261,308,99.53,0,7.35,6.86,114.25,2023,12,4,0,139.0,160.0,200.0,124.0,244.0,110.0,178.0,176.85714285714286,18,265.61447
US,Compute,134,172,99.75,0,7.35,6.86,114.25,2023,12,4,0,261.0,139.0,160.0,200.0,124.0,244.0,110.0,180.28571428571428,18,129.78116
US,Storage,167,216,99.67,0,7.35,6.86,114.25,2023,12,4,0,134.0,261.0,139.0,160.0,200.0,124.0,244.0,169.28571428571428,18,170.84985
Europe,Compute,138,191,99.94,0,7.35,6.86,114.25,2023,12,4,0,167.0,134.0,261.0,139.0,160.0,200.0,124.0,171.28571428571428,18,146.94359
Europe,Storage,263,310,99.95,0,7.35,6.86,114.25,2023,12,4,0,138.0,167.0,134.0,261.0,139.0,160.0,200.0,180.28571428571428,18,268.41367
India,Compute,243,280,99.65,0,7.35,6.86,114.25,2023,12,4,1,263.0,138.0,167.0,134.0,261.0,139.0,160.0,192.14285714285714,19,241.89207
India,Storage,194,235,99.97,0,7.35,6.86,114.25,2023,12,4,1,243.0,263.0,138.0,167.0,134.0,261.0,139.0,200.0,19,190.51167
US,Compute,174,204,99.5,0,7.35,6.86,114.25,2023,12,4,1,194.0,243.0,263.0,138.0,167.0,134.0,261.0,187.57142857142858,19,163.57756
US,Storage,277,308,99.84,0,7.35,6.86,114.25,2023,12,4,1,174.0,194.0,243.0,263.0,138.0,167.0,134.0,208.0,19,269.46744
Europe,Compute,113,143,99.82,0,7.35,6.86,114.25,2023,12,4,1,277.0,174.0,194.0,243.0,263.0,138.0,167.0,200.28571428571428,19,111.474
Europe,Storage,115,161,99.69,0,7.35,6.86,114.25,2023,12,4,1,113.0,277.0,174.0,194.0,243.0,263.0,138.0,197.0,19,117.31603
India,Compute,280,304,99.71,0,7.35,6.86,114.25,2023,12,4,2,115.0,113.0,277.0,174.0,194.0,243.0,263.0,199.42857142857142,20,263.4475
India,Storage,252,277,99.56,0,7.35,6.86,114.25,2023,12,4,2,280.0,115.0,113.0,277.0,174.0,194.0,243.0,200.71428571428572,20,237.58864
US,Compute,113,163,99.95,0,7.35,6.86,114.25,2023,12,4,2,252.0,280.0,115.0,113.0,277.0,174.0,194.0,189.14285714285714,20,117.424545
US,Storage,138,194,99.97,0,7.35,6.86,114.25,2023,12,4,2,113.0,252.0,280.0,115.0,113.0,277.0,174.0,184.0,20,149.60924
Europe,Compute,261,290,99.89,0,7.35,6.86,114.25,2023,12,4,2,138.0,113.0,252.0,280.0,115.0,113.0,277.0,181.71428571428572,20,251.80826
Europe,Storage,159,189,99.71,0,7.35,6.86,114.25,2023,12,4,2,261.0,138.0,113.0,252.0,280.0,115.0,113.0,188.28571428571428,20,148.54893
India,Compute,115,158,99.86,0,7.35,6.86,114.25,2023,12,4,3,159.0,261.0,138.0,113.0,252.0,280.0,115.0,188.28571428571428,21,113.25959
India,Storage,180,227,99.6,0,7.35,6.86,114.25,2023,12,4,3,115.0,159.0,261.0,138.0,113.0,252.0,280.0,174.0,21,183.16835
US,Compute,226,272,99.95,0,7.35,6.86,114.25,2023,12,4,3,180.0,115.0,159.0,261.0,138.0,113.0,252.0,170.28571428571428,21,228.59941
US,Storage,244,298,99.86,0,7.35,6.86,114.25,2023,12,4,3,226.0,180.0,115.0,159.0,261.0,138.0,113.0,189.0,21,256.0467
Europe,Compute,241,294,99.95,0,7.35,6.86,114.25,2023,12,4,3,244.0,226.0,180.0,115.0,159.0,261.0,138.0,203.71428571428572,21,251.08188
Europe,Storage,257,298,99.95,0,7.35,6.86,114.25,2023,12,4,3,241.0,244.0,226.0,180.0,115.0,159.0,261.0,203.14285714285714,21,257.53574
India,Compute,125,168,99.93,0,7.35,6.86,114.25,2023,12,4,4,257.0,241.0,244.0,226.0,180.0,115.0,159.0,198.28571428571428,22,122.811165
India,Storage,162,207,99.92,0,7.35,6.86,114.25,2023,12,4,4,125.0,257.0,241.0,244.0,226.0,180.0,115.0,205.0,22,164.6846
US,Compute,244,296,99.95,0,7.35,6.86,114.25,2023,12,4,4,162.0,125.0,257.0,241.0,244.0,226.0,180.0,214.14285714285714,22,250.20145
US,Storage,147,194,99.61,0,7.35,6.86,114.25,2023,12,4,4,244.0,162.0,125.0,257.0,241.0,244.0,226.0,202.85714285714286,22,155.89075
Europe,Compute,252,295,99.96,0,7.35,6.86,114.25,2023,12,4,4,147.0,244.0,162.0,125.0,257.0,241.0,244.0,204.0,22,252.13603
Europe,Storage,109,157,99.58,0,7.35,6.86,114.25,2023,12,4,4,252.0,147.0,244.0,162.0,125.0,257.0,241.0,185.14285714285714,22,116.505775
India,Compute,254,287,99.59,0,7.35,6.86,114.25,2023,12,4,5,109.0,252.0,147.0,244.0,162.0,125.0,257.0,184.71428571428572,23,246.07512
India,Storage,114,149,99.76,0,7.35,6.86,114.25,2023,12,4,5,254.0,109.0,252.0,147.0,244.0,162.0,125.0,183.14285714285714,23,115.892006
US,Compute,253,290,99.86,0,7.35,6.86,114.25,2023,12,4,5,114.0,254.0,109.0,252.0,147.0,244.0,162.0,196.14285714285714,23,251.11052
US,Storage,117,148,99.89,0,7.35,6.86,114.25,2023,12,4,5,253.0,114.0,254.0,109.0,252.0,147.0,244.0,178.0,23,114.7275
Europe,Compute,179,227,99.95,0,7.35,6.86,114.25,2023,12,4,5,117.0,253.0,114.0,254.0,109.0,252.0,147.0,182.57142857142858,23,182.93123
Europe,Storage,233,292,99.56,0,7.35,6.86,114.25,2023,12,4,5,179.0,117.0,253.0,114.0,254.0,109.0,252.0,179.85714285714286,23,248.59975
India,Compute,275,298,99.52,1,7.35,6.86,114.25,2023,12,4,6,233.0,179.0,117.0,253.0,114.0,254.0,109.0,203.57142857142858,24,259.88916
India,Storage,144,194,99.69,1,7.35,6.86,114.25,2023,12,4,6,275.0,233.0,179.0,117.0,253.0,114.0,254.0,187.85714285714286,24,154.59293
US,Compute,110,165,99.89,1,7.35,6.86,114.25,2023,12,4,6,144.0,275.0,233.0,179.0,117.0,253.0,114.0,187.28571428571428,24,117.58374
US,Storage,140,176,99.56,1,7.35,6.86,114.25,2023,12,4,6,110.0,144.0,275.0,233.0,179.0,117.0,253.0,171.14285714285714,24,136.55504
Europe,Compute,218,263,99.98,1,7.35,6.86,114.25,2023,12,4,6,140.0,110.0,144.0,275.0,233.0,179.0,117.0,185.57142857142858,24,220.31662
Europe,Storage,277,305,99.71,1,7.35,6.86,114.25,2023,12,4,6,218.0,140.0,110.0,144.0,275.0,233.0,179.0,199.57142857142858,24,266.49982
India,Compute,115,145,99.94,0,7.35,6.86,114.25,2023,12,4,0,277.0,218.0,140.0,110.0,144.0,275.0,233.0,182.71428571428572,25,113.12702
India,Storage,125,171,99.67,0,7.35,6.86,114.25,2023,12,4,0,115.0,277.0,218.0,140.0,110.0,144.0,275.0,161.28571428571428,25,131.04797
US,Compute,292,325,99.54,0,7.35,6.86,114.25,2023,12,4,0,125.0,115.0,277.0,218.0,140.0,110.0,144.0,182.42857142857142,25,283.66077
US,Storage,145,196,99.58,0,7.35,6.86,114.25,2023,12,4,0,292.0,125.0,115.0,277.0,218.0,140.0,110.0,187.42857142857142,25,155.0536
Europe,Compute,167,196,99.53,0,7.35,6.86,114.25,2023,12,4,0,145.0,292.0,125.0,115.0,277.0,218.0,140.0,191.28571428571428,25,155.71606
Europe,Storage,175,233,99.54,0,7.35,6.86,114.25,2023,12,4,0,167.0,145.0,292.0,125.0,115.0,277.0,218.0,185.14285714285714,25,191.83913
India,Compute,127,164,99.53,0,7.35,6.86,114.25,2023,12,4,1,175.0,167.0,145.0,292.0,125.0,115.0,277.0,163.71428571428572,26,123.12232
India,Storage,152,189,99.84,0,7.35,6.86,114.25,2023,12,4,1,127.0,175.0,167.0,145.0,292.0,125.0,115.0,169.0,26,148.06479
US,Compute,213,240,99.6,0,7.35,6.86,114.25,2023,12,4,1,152.0,127.0,175.0,167.0,145.0,292.0,125.0,181.57142857142858,26,200.21964
US,Storage,129,159,99.76,0,7.35,6.86,114.25,2023,12,4,1,213.0,152.0,127.0,175.0,167.0,145.0,292.0,158.28571428571428,26,116.89056
Europe,Compute,223,272,99.86,0,7.35,6.86,114.25,2023,12,4,1,129.0,213.0,152.0,127.0,175.0,167.0,145.0,169.42857142857142,26,228.37402
Europe,Storage,230,270,99.86,0,7.35,6.86,114.25,2023,12,4,1,223.0,129.0,213.0,152.0,127.0,175.0,167.0,178.42857142857142,26,230.42938
India,Compute,110,146,99.83,0,7.35,6.86,114.25,2023,12,4,2,230.0,223.0,129.0,213.0,152.0,127.0,175.0,169.14285714285714,27,111.57781
India,Storage,234,280,99.93,0,7.35,6.86,114.25,2023,12,4,2,110.0,230.0,223.0,129.0,213.0,152.0,127.0,184.42857142857142,27,238.50105
US,Compute,113,155,99.87,0,7.35,6.86,114.25,2023,12,4,2,234.0,110.0,230.0,223.0,129.0,213.0,152.0,178.85714285714286,27,117.0983
US,Storage,125,173,99.96,0,7.35,6.86,114.25,2023,12,4,2,113.0,234.0,110.0,230.0,223.0,129.0,213.0,166.28571428571428,27,132.72594
Europe,Compute,118,162,99.96,0,7.35,6.86,114.25,2023,12,4,2,125.0,113.0,234.0,110.0,230.0,223.0,129.0,164.71428571428572,27,116.756615
Europe,Storage,115,157,99.8,0,7.35,6.86,114.25,2023,12,4,2,118.0,125.0,113.0,234.0,110.0,230.0,223.0,149.28571428571428,27,116.35126
India,Compute,141,173,99.62,0,7.35,6.86,114.25,2023,12,4,3,115.0,118.0,125.0,113.0,234.0,110.0,230.0,136.57142857142858,28,136.0089
India,Storage,165,208,99.66,0,7.35,6.86,114.25,2023,12,4,3,141.0,115.0,118.0,125.0,113.0,234.0,110.0,144.42857142857142,28,163.74188
US,Compute,209,254,99.77,0,7.35,6.86,114.25,2023,12,4,3,165.0,141.0,115.0,118.0,125.0,113.0,234.0,140.85714285714286,28,212.15117
US,Storage,126,172,99.88,0,7.35,6.86,114.25,2023,12,4,3,209.0,165.0,141.0,115.0,118.0,125.0,113.0,142.71428571428572,28,129.15549
Europe,Compute,292,315,99.97,0,7.35,6.86,114.25,2023,12,4,3,126.0,209.0,165.0,141.0,115.0,118.0,125.0,166.57142857142858,28,276.50284
Europe,Storage,137,175,99.83,0,7.35,6.86,114.25,2023,12,4,3,292.0,126.0,209.0,165.0,141.0,115.0,118.0,169.28571428571428,28,134.31093
India,Compute,129,188,99.66,0,7.35,6.86,114.25,2023,12,4,4,137.0,292.0,126.0,209.0,165.0,141.0,115.0,171.28571428571428,29,142.90944
India,Storage,227,260,99.95,0,7.35,6.86,114.25,2023,12,4,4,129.0,137.0,292.0,126.0,209.0,165.0,141.0,183.57142857142858,29,216.47198
US,Compute,190,210,99.77,0,7.35,6.86,114.25,2023,12,4,4,227.0,129.0,137.0,292.0,126.0,209.0,165.0,187.14285714285714,29,171.12584
US,Storage,271,326,99.72,0,7.35,6.86,114.25,2023,12,4,4,190.0,227.0,129.0,137.0,292.0,126.0,209.0,196.0,29,283.27283
Europe,Compute,152,172,99.98,0,7.35,6.86,114.25,2023,12,4,4,271.0,190.0,227.0,129.0,137.0,292.0,126.0,199.71428571428572,29,135.29689
Europe,Storage,147,192,99.6,0,7.35,6.86,114.25,2023,12,4,4,152.0,271.0,190.0,227.0,129.0,137.0,292.0,179.0,29,151.87578
India,Compute,123,182,99.58,0,7.35,6.86,114.25,2023,12,4,5,147.0,152.0,271.0,190.0,227.0,129.0,137.0,177.0,30,139.00624
